,headlines,content,date,headlines_en,content_en,stem_headline_en,emotion
960,corona-drukte bij psychische hulplijn jongeren,"het inloopcentrum @ease voor jongeren met psychische problemen is door de groeiende vraag een online chatprogramma gestart. ""toen de beperkingen voor ...",01-05-20,corona crowds at psychic helpline youth,"the drop-in center for young people with mental health problems @ease initiated an online chat program by the growing demand. ""When the restrictions ...","['corona', 'crowd', 'psychic', 'helpline', 'youth']",fear
961,het anti-corona kantoor: 'flexwerkplekken worden weer vaste plekken',hoe ziet onze kantoortuin eruit als we straks weer beginnen? lees dit artikel en je weet meer...,01-05-20,anti-corona Office 'desking be fixed spots again',what does our plan office like we will soon start again? Read this article and know more ...,"['anti-corona', 'Office', ""'desking"", 'fixed', 'spot', 'again']",anger
962,ing-economen: werkloosheid in eurozone vertoont nog geen corona-impact,"het werkloosheidspercentage in de eurozone steeg in maart van 7,3 naar 7,4 procent. de impact van het coronavirus is dus niet direct in de ...",01-05-20,ing economists: Unemployment in the eurozone shows no corona effect yet,from 7.3 to 7.4 per cent unemployment rate rose in the eurozone in March. the impact of the coronavirus is not directly in the ...,"['ing', 'economist', 'Unemployment', 'the', 'eurozone', 'show', 'corona', 'effect', 'yet']",sadness
963,recap week 7: het belangrijkste corona- en avansnieuws,week zeven van de semi-lockdown zit erop. ondanks de onderwijsluwe week en koningsdag was er weer genoeg nieuws. zie je door de bomen het bos niet ...,01-05-20,week 7 recap: the main corona and avans news,week seven of the semi-lockdown is over. Despite the education leeward week and King's work was again enough news. you can not see the forest for the trees ...,"['week', 'recap', 'the', 'main', 'corona', 'and', 'avans', 'news']",anger
964,l1mburg centraal: 'corona nestelt zich ook in darmen',"vrijdag in l1mburg centraal: corona nestelt zich in de darmen, dag van de arbeid, deken van sittard neemt afscheid en meer limburgs nieuws. bekijk hier de ...",01-05-20,"l1mburg central ""corona also nest in guts'","Friday in central l1mburg: corona settles in the intestines, Labor Day, dean of sittard goodbye and more limburgs news. See here ...","['l1mburg', 'central', 'corona', 'also', 'nest', 'gut']",fear
965,de carrousel al omgebouwd voor corona-heropening: 'tot we de polonaise weer kunnen lopen',vrij 1 mei: in de tilburgse binnenstad is lunchroom de carrousel nu al omgebouwd voor de 'corona-dagen'. tientallen wanden met glas scheiden de tafels van ...,01-05-20,"Carousel already converted corona reopening ""until we can walk the polonaise again '",Fri May 1: in the center of Tilburg's lunchroom carousel already converted to the 'corona days. dozens walls tables with glass separating ...,"['Carousel', 'already', 'converted', 'corona', 'reopening', 'until', 'can', 'walk', 'the', 'polonaise', 'again']",guilt
966,als gewicht corona verergert: virus haalt extra zwaar uit naar zwaarlijvige patiënten,het nieuwe coronavirus haalt extra zwaar uit naar zwaarlijvige patiënten. daarvoor hoeven die niet eens op gevorderde leeftijd te zijn.,01-05-20,as weight worsens corona: virus has heavyweight out for obese patients,The new coronavirus has heavyweight given to obese patients. therefor which do not even have to be in advanced age.,"['weight', 'worsens', 'corona', 'virus', 'have', 'heavyweight', 'out', 'for', 'obese', 'patients']",disgust
967,maakt corona de weg vrij naar korte ketens? - achtergrond boerderijverkoop,boodschappen doen bij de boer om de hoek is steeds populairder. de coronacrisis heeft dat enthousiasme verder aangewakkerd. de gewenste vorming van ...,01-05-20,Corona makes the way to short chains? - Background farm sales,shopping at the farmer around the corner is becoming increasingly popular. Corona crisis has further fueled enthusiasm. the desired formation of ...,"['Corona', 'make', 'the', 'way', 'short', 'chain', 'Background', 'farm', 'sales']",sadness
968,cbs en rivm brengen weer cijfers over sterftepiek door corona,het centraal bureau voor de statistiek (cbs) en het rijksinstituut voor volksgezondheid en milieu (rivm) brengen vrijdagmiddag wederom naar buiten hoeveel ...,01-05-20,CBS and rivm bring forth figures on mortality peak corona,Central Bureau of Statistics (CBS) and the National Institute for Public Health and the Environment (RIVM) Friday again bring out how ...,"['CBS', 'and', 'rivm', 'bring', 'forth', 'figure', 'mortality', 'peak', 'corona']",fear
969,uitbraak corona maakt komst veteranen bij herdenking slag om arnhem onzeker,arnhem - de aanwezigheid van oorlogsveteranen bij de herdenking van de slag om arnhem in september is zeer twijfelachtig geworden als gevolg van de ...,01-05-20,coronavirus outbreak is coming veterans memorial Battle of Arnhem uncertain,Arnhem - the presence of war veterans at the commemoration of the Battle of Arnhem has become very questionable in September due to the ...,"['coronavirus', 'outbreak', 'coming', 'veteran', 'memorial', 'Battle', 'Arnhem', 'uncertain']",fear
970,forfarmers boert goed ondanks impact corona,veevoerbedrijf forfarmers heeft in het afgelopen kwartaal ondanks het nieuwe coronavirus zijn brutowinst opgevoerd.,01-05-20,ForFarmers doing well despite impact corona,feed business ForFarmers during the quarter despite the new coronavirus its gross profit increased.,"['ForFarmers', 'doing', 'well', 'despite', 'impact', 'corona']",joy
971,inwoner zwartsluis overleden aan corona,voor zover bekend is er voor het eerst een inwoner van zwartsluis overleden aan het coronavirus. dat maakte burgemeester bilder vrijdagavond bekend bij ...,01-05-20,zwartsluis deceased resident of Corona,as far as is known there for the first time a resident of zwartsluis deceased to the coronavirus. that made Mayor bilder Friday known to ...,"['zwartsluis', 'deceased', 'resident', 'Corona']",sadness
972,het klimaatprobleem ontkennen of corona wegwuiven: het lijkt verdacht veel op elkaar,"parallellen trekken tussen verschillende crises is altijd riskant, maar soms dringen de gelijkenissen zich duidelijk op. neem klimaatverandering en het ...",01-05-20,climate change denial or corona dismiss: it looks suspiciously like another,"draw parallels between different crises is always risky, but sometimes the similarities clearly impose. Take climate change and ...","['climate', 'change', 'denial', 'corona', 'dismiss', 'look', 'suspiciously', 'like', 'another']",disgust
973,wat gebeurt er met de rol van het intermediair na corona?,de rol van het intermediaire kanaal bij het beheren en afsluiten van verzekeringen in nederland is redelijk stabiel. de prangende vraag is of dit nog ...,01-05-20,what happens to the role of intermediary after corona?,the role of the intermediary channel in the management and insurance underwriting in Netherlands is fairly stable. The pressing question is whether this still ...,"['what', 'happen', 'the', 'role', 'intermediary', 'after', 'corona']",anger
974,avondgasten: corona in limburg - jongeren en ouderen,"in deze uitzending om 18:00 (met herhalingen om 19:00 en 21:00) hebben we het over jong en oud, oftewel jongeren en ouderen.",01-05-20,evening Rating: Corona in Phoenix - young and elderly,"in this broadcast at 18:00 (with repeats at 19:00 and 21:00) we are talking about young and old, or young and elderly.","['evening', 'Rating', 'Corona', 'Phoenix', 'young', 'and', 'elderly']",fear
975,"automarkt krijgt harde klap door corona, en nu?",de nederlandse autobranche gaat gebukt onder de coronacrisis. de autoverkoop halveerde in april. we spreken de rai vereniging. verder contact met jan ...,01-05-20,"car gets hit hard by corona, and now?",the Dutch car industry suffers from the corona crisis. car sales halved in April. We speak rai association. further contact with Jan ...,"['car', 'get', 'hit', 'hard', 'corona', 'and', 'now']",anger
976,onderzoek naar corona in het riool; het riool als afspiegeling van de samenleving,"in het riool is de aanwezigheid van het coronavirus zichtbaar, soms zelfs eerder dan dat het opgepikt wordt bij de testen met mensen.",01-05-20,investigation corona drains; the sewer as a reflection of society,"drains the presence of the coronavirus visible, sometimes even before it is picked up by the people tested.","['investigation', 'corona', 'drain', 'the', 'sewer', 'reflection', 'society']",sadness
977,11 nieuwe corona meldingen en persoon uit hoorn overleden,regio – vrijdagmiddag 1 mei heeft de rivm op haar website een nieuw overzicht gepubliceerd. volgens het rivm passen de cijfers van de afgelopen dagen ...,01-05-20,11 new reports and Corona deceased person horn,"Region - Friday May 1st, the rivm published on its website a new list. according rivm adjust the figures of the last few days ...","['new', 'report', 'and', 'Corona', 'deceased', 'person', 'horn']",fear
978,het complot: helpt verbranden 5g-mast tegen corona?,"hoe simpel kan het zijn? giet een jerrycan benzine leeg aan de voet van een zendmast, steek de brand er in en maak dat je wegkomt. een zendmast ...",01-05-20,the plot: helps burn 5g-mast against corona?,"How easy can it be? pour gasoline canister empty at the foot of the mast, the fire plug it in and get out. a mast ...","['the', 'plot', 'help', 'burn', '5g-mast', 'against', 'corona']",fear
979,geen run op opleiding tot verpleegkundige sinds corona,"ondanks de enorme waardering voor zorgpersoneel sinds corona, is er geen run op de opleiding voor verpleegkundige. bij hogeschool avans ligt het aantal ...",01-05-20,no run on nursing training since corona,"Despite the tremendous appreciation for health workers since corona, there is no run on the training of nurses. avans at college is the number ...","['run', 'nursing', 'training', 'since', 'corona']",disgust
980,hogeronderwijsmedia tijdens corona: 'alle agendajournalistiek is nu overboord',"hogeronderwijsmedia zoals em moeten zich in deze crisistijd snel aanpassen. maar de artikelen worden beter gelezen dan ooit. foto studio rutger, hans en ...",01-05-20,"Higher education media during corona ""all agenda journalism is overboard '","Higher education media like em to adapt quickly in times of crisis. but the articles are easier to read than ever. photo studio rutger, Hansel and ...","['Higher', 'education', 'medium', 'during', 'corona', 'all', 'agenda', 'journalism', 'overboard']",fear
981,l1mburg centraal: corona nestelt zich in de darmen,"onderzoekers van de universiteit maastricht, het hubrecht institute utrecht en het erasmus mc universitair medisch centrum rotterdam hebben ontdekt dat het ...",01-05-20,l1mburg central: corona settles in the intestines,"Researchers from Maastricht University, the institute hubrecht Utrecht and the Erasmus MC University Medical Center Rotterdam have found that ...","['l1mburg', 'central', 'corona', 'settle', 'the', 'intestine']",anger
982,corona doet 't pannenkoekenschip in havenkom de das om,'t pannenkoekenschip in de havenkom in almere haven is failliet. het faillissement is dinsdag uitgesproken door de rechtbank in utrecht. de coronacrisis heeft ...,01-05-20,does corona 't pancake ship in harbor basin undoing,'T pancakes ship in the harbor in Almere port is bankrupt. bankruptcy Tuesday handed down by the court in Utrecht. the corona crisis ...,"['doe', 'corona', 'pancake', 'ship', 'harbor', 'basin', 'undoing']",guilt
983,corona. wekelijks dodencijfer daalt met 250,"minder meer, altijd goed. u weet: wij stoppen met de dagelijkse driegetallenbingo van het rivm. maar dat betekent niet dat wij wegkijken bij de harde cijfers van ...",01-05-20,corona. weekly death toll fell by 250,"less is more, always. you know, we stop the daily three numbers of the bingo rivm. but that does not mean that we are away at the hard numbers of ...","['corona', 'weekly', 'death', 'toll', 'fell', '250']",sadness
984,minister: corona-opt-in dat medische dossiers openstelt is geen opt-out-systeem,"de corona-opt-in waarmee de medische dossiers van ruim 8 miljoen nederlanders zijn opengesteld is geen opt-out-systeem, aldus minister van rijn voor ...",01-05-20,Minister: corona opt in medical records opens is no opt-out system,"the corona opt-in to have opened the medical records of more than 8 million Dutch is no opt-out system, said Minister of Rhine ...","['Minister', 'corona', 'opt', 'medical', 'record', 'opens', 'opt-out', 'system']",anger
985,'we konden pas afscheid nemen toen hij al in een kist lag',in deze serie laten we nabestaanden aan het woord over hun geliefden die zijn overleden door corona. deze keer een eerbetoon aan corstiaan le comte (89) ...,01-05-20,"""We could only say goodbye when he was already in a coffin '",in this series we let survivors to talk about their loved ones who are deceased by corona. this time a tribute to Corstiaan le comte (89) ...,"['could', 'only', 'say', 'goodbye', 'when', 'be', 'already', 'coffin']",guilt
986,"drie personen bij fc köln testen positief op corona, trainingen gaan verder met oog op herstart","bundesliga bij de duitse eersteklasser fc köln, de ploeg van sebastiaan bornauw en birger verstraete, hebben drie personen positief getest op corona.",01-05-20,"Three people at fc köln test positive for coronavirus, trainings continue purposes restart","German first division Bundesliga with FC Cologne, the team sebastiaan bornauw and Birger Verstraete, three people tested positive corona.","['Three', 'people', 'köln', 'test', 'positive', 'for', 'coronavirus', 'training', 'continue', 'purpose', 'restart']",joy
987,maastricht begint met ondernemers denktank over corona,de gemeente maastricht is samen met vertegenwoordigers van de ondernemers in de stad begonnen met een 'samenwerkingsteam corona'. op die manier ...,01-05-20,Maastricht starts with entrepreneurs think tank corona,"the municipality Maastricht, together with representatives of the businesses in the city began a collaboration team corona. in this way ...","['Maastricht', 'start', 'with', 'entrepreneur', 'think', 'tank', 'corona']",joy
988,corona in je advertentie of niet: hoe ga je om met de inhoud van je advertentie in deze tijd?,dvj insights heeft een interessante analyse gemaakt naar de impact van de coronacrisis op de percepties en het gedrag van mensen. zij onderzochten meer ...,01-05-20,"corona in your ad or not, how do you deal with the content of your ad at this time?",DVJ Insights has an interesting analysis made on the impact of the crisis corona on the perceptions and behavior of people. They examined more ...,"['corona', 'your', 'not', 'how', 'you', 'deal', 'with', 'the', 'content', 'your', 'this', 'time']",anger
989,"van hotel naar zorgcentrum: in de kruishoeve in vught heerst rust, en corona","vught/boxtel - ziekenhuisbedden die via het hotelraam naar binnen moesten, een extra schuurtje voor de zuurstofflessen en een kast vol verbandmiddelen ...",01-05-20,"Hotel for nursing home: the cross homestead in vught peace reigns, and corona","vught / boxtel - hospital beds that had to go in through the hotel window, an extra shed for oxygen bottles and a closet full of bandages ...","['Hotel', 'for', 'nursing', 'home', 'the', 'cross', 'homestead', 'vught', 'peace', 'reign', 'and', 'corona']",sadness
990,online huidhulp tijdens corona tijden 9:46 # 9:46 voor paramedici zijn het rare tijden. dit,voor paramedici zijn het rare tijden. dit geldt ook voor de huid- en oedeemtherapeuten van huidzorg balans. in deze pijnackerse praktijk wordt normaal ...,01-05-20,Online help skin during times corona # 9:46 9:46 for paramedics are strange times. this,"for paramedics are strange times. This also applies to the skin edema and skin care therapists balance. in practice, this is normally pijnackerse ...","['Online', 'help', 'skin', 'during', 'time', 'corona', '9:46', '9:46', 'for', 'paramedic', 'are', 'strange', 'time', 'this']",disgust
991,"1 mei 2020 corona | nieuwe wijzigingen now, nog geen duidelijkheid over accountantsverklaring",minister koolmees van sociale zaken en werkgelegenheid heeft vrijdag enkele wijzigingen aangekondigd in de now-regeling. het eerder aangekondigde ...,01-05-20,"May 1, 2020 Corona | further amendments now, still no clarity on auditor",tit Minister of Social Affairs on Friday announced several changes to the scheme now. the previously announced ...,"['May', '2020', 'Corona', 'further', 'amendment', 'now', 'still', 'clarity', 'auditor']",joy
992,derde dag op rij geen nieuwe ziekenhuisopnames door corona,het coronavirus houdt zeeland al weken in zijn greep. wat zijn de gevolgen voor de provincie en wat merken zeeuwen daarvan? in dit artikel houden we je op ...,01-05-20,"third day in a row, no new hospital admissions by corona",coronavirus maritime keeps all weeks in its grip. What are the implications for the province and what makes them Zealanders? In this article we will keep you ...,"['third', 'day', 'row', 'new', 'hospital', 'admission', 'corona']",joy
993,corona verandert ons uitgavenpatroon: op een bankje met een pakje chocomel van een euro,"corona heeft ons van het terras verdreven. in plaats van een glas bier van 2,75 euro op het terras drinken we nu een pakje chocomel van 1 euro op een bankje.",01-05-20,corona changed our spending: on a bench with a packet of chocolate euro,Corona has driven us from the terrace. instead of a glass of beer 2.75 euros on the terrace we drink a packet of chocolate of one euro on a bench.,"['corona', 'changed', 'our', 'spending', 'bench', 'with', 'packet', 'chocolate', 'euro']",guilt
994,apple heeft minder last van corona dan gedacht,"zowel de verkoop als de winst van apple doet het beter dan analisten verwacht hadden. ceo tim cook ziet de chinese markt weer aantrekken, met een ...",01-05-20,Apple has fewer problems than expected corona,"both sales and profits Apple does better than analysts had expected. CEO Tim Cook sees the Chinese market pick up again, with a ...","['Apple', 'have', 'few', 'problem', 'than', 'expected', 'corona']",fear
995,corona-kroniek (13) - virusvrij (...),hoe beleven de utrechters de ramp van het coronavirus? nieuws030 laat ze aan het woord in de corona-kroniek. door arne zuidhoek - las in een ...,01-05-20,corona chronicle (13) - virus-free (...),how Utrechters experience the disaster of the coronavirus? nieuws030 let them have their say in the corona chronicle. by arne south corner - read in a ...,"['corona', 'chronicle', 'virus-free', '...']",disgust
996,duits vaccin tegen corona getest en mogelijk snel op de markt,"in duitsland zijn voor het eerst in europa proefpersonen geïnjecteerd met een vaccin dat besmetting met het coronavirus moet tegengaan, van de ...",01-05-20,german vaccine tested against corona and possibly rapid market,"in Germany for the first time in Europe injected volunteers with a vaccine that infection with the coronavirus to counteract, the ...","['german', 'vaccine', 'tested', 'against', 'corona', 'and', 'possibly', 'rapid', 'market']",fear
997,ondanks corona 'eerder minder doden dan normaal in india',"zo'n 1,3 miljard mensen en officieel minder doden dan in menig europees land. india lijkt met 37.000 vastgestelde besmettingen en zo'n 1200 doden licht ...",02-05-20,despite corona 'rather fewer deaths than usual in India',"some 1.3 billion people and official fewer deaths than in many European countries. India looks set to 37,000 infections and 1200 deaths light ...","['despite', 'corona', ""'rather"", 'few', 'death', 'than', 'usual', 'India']",sadness
998,'zomerse temperaturen maken geen einde aan corona' | binnenland,"de warmere nederlandse zomermaanden maken geen einde aan het coronavirus, zo geven onderzoekers van het rivm en de tu/e aan.",02-05-20,'Summer temperatures do not end corona' | outback,"Dutch warmer summer months do not end the coronavirus, so give researchers the rivm and the TU / e to.","[""'Summer"", 'temperature', 'not', 'end', 'corona', 'outback']",sadness
999,conclusie na steekproef: zo'n kwart miljoen moskovieten besmet met corona,"zo'n 2 procent van de bevolking van moskou is besmet met het coronavirus, zo maakte burgemeester sergei sobyanin zaterdag bekend volgens het russische ...",02-05-20,conclusion after sample: about a quarter million Muscovites infected with coronavirus,"2 percent of the population of Moscow is infected with the coronavirus, as did Mayor Sergei Sobyanin announced Saturday, according to the Russian ...","['conclusion', 'after', 'sample', 'about', 'quarter', 'million', 'Muscovites', 'infected', 'with', 'coronavirus']",fear
1000,"hassan verloor zijn vader, moeder en oom aan corona: 'begrijp er niets van'",hoe kan corona binnen één familie zo hard toeslaan? de utrechtse hassan snapt er niets van en wíl er ook nog even niets van snappen. binnen 9 dagen ...,02-05-20,"Hassan lost his father, mother and uncle corona 'understand it'",How can corona strike so hard in one family? the utrechtse hassan does not understand it and would also equally understand anything. in 9 days ...,"['Hassan', 'lost', 'his', 'father', 'mother', 'and', 'uncle', 'corona', ""'understand""]",sadness
1001,"echtpaar neemt afscheid van kinderen en elkaar, maar geneest van corona: 'een godswonder'",ze hadden al afscheid genomen. van elkaar én van hun zes kinderen. maar het ridderkerkse echtpaar cor (73) en leni verhoeven (71) genas van corona.,02-05-20,"couple says goodbye to children and each other, but heals corona 'a miracle'",they had already taken leave. of each one of their six children. but it Ridderkerkse couple cor (73) and leni verhoeven (71) of cured corona.,"['couple', 'say', 'goodbye', 'children', 'and', 'each', 'other', 'but', 'heals', 'corona', 'miracle']",sadness
1002,artsen temperen alarmerende berichten over 'mysterieuze' kinderziekte door corona,nederlandse artsen temperen de alarmerende berichten uit het buitenland over een mysterieus ziektebeeld bij kinderen dat in verband zou staan met h...,02-05-20,doctors dampen alarming reports of 'mysterious' childhood disease corona,Dutch doctors dampen the alarming reports from abroad about a mysterious disease in children which would be associated with ...,"['doctor', 'dampen', 'alarming', 'report', ""'mysterious"", 'childhood', 'disease', 'corona']",fear
1003,weer aanwijzingen dat bmr-vaccin beschermt tegen corona,opnieuw hebben wetenschappers aanwijzingen gevonden dat bestaande vaccins kunnen helpen de ernst van covid-19 tegen te gaan. dat zou kunnen verklar.,02-05-20,again evidence that MMR vaccine protects against corona,"again, scientists have found evidence that existing vaccines can help severity covid-19 going against. that might statem.","['again', 'evidence', 'that', 'MMR', 'vaccine', 'protects', 'against', 'corona']",fear
1004,"corona-afdeling in boxtel dicht: merendeel van 36 patiënten is hersteld, 11 overleden",boxtel - het lijkt goed nieuws: de speciale corona-afdeling in zorgcentrum liduina in boxtel is weer gesloten. omdat er steeds minder nieuwe patiënten ...,02-05-20,"corona department boxtel close: most of 36 patients recovered, 11 deceased",boxtel - it seems good news: the special corona department Liduinastraat care center in Boxtel is closed. because there are fewer new patients ...,"['corona', 'department', 'boxtel', 'close', 'most', 'patients', 'recovered', 'deceased']",sadness
1005,"drukte op zaterdagmiddag in centrum nijmegen, alsof er geen corona bestaat","nijmegen - alsof er geen gevaar en zeker geen angst meer is voor verspreiding van het coronavirus, zo druk was het zaterdagmiddag in de binnenstad van ...",02-05-20,"crowds on Saturday afternoon in downtown Nijmegen, though there is no corona","Nijmegen - if there is no danger and certainly no fear of spread of the coronavirus, so busy was Saturday afternoon in downtown ...","['crowd', 'Saturday', 'afternoon', 'downtown', 'Nijmegen', 'though', 'there', 'corona']",fear
1006,"nieuwe coronasneltest vertelt je binnen een uur of je corona hebt, maar het zijn er niet veel",sinds donderdag is het in sommige nederlandse ziekenhuizen mogelijk om een coronasneltest te doen. binnen een uur weten patiënten of ze het virus hebben.,02-05-20,"new corona quick test tells you within one hour of your corona, but there are not many","Since Thursday, it is possible to do a quick test corona in some Dutch hospitals. within an hour or patients know they have the virus.","['new', 'corona', 'quick', 'test', 'tell', 'you', 'within', 'one', 'hour', 'your', 'corona', 'but', 'there', 'are', 'not', 'many']",fear
1007,zuurstofmeters niet aan te slepen door corona: 'het loopt storm',"de vraag naar saturatiemeters, apparaatjes waarmee je het zuurstofgehalte in je bloed kunt meten, is sinds de corona-uitbraak enorm gestegen. ook longartsen ...",02-05-20,"oxygen meters not drag corona ""it runs storm '","demand oximeters, devices that you can measure the oxygen in your blood, since the corona outbreak soared. Also pulmonologists ...","['oxygen', 'meter', 'not', 'drag', 'corona', 'run', 'storm']",anger
1008,aantal ziekenhuisopnames wegens corona vlakt verder af,de curve van het aantal ziekenhuisopnames vlakt verder af. ggd limburg-noord meldt geen nieuwe ziekenhuisopnames van het coronavirus het afgelopen ...,02-05-20,number of hospitalizations due to corona leveled off further,the curve of the number of hospital admissions smoothed further. GGD Limburg-North reported no new hospitalizations of the coronavirus in the past ...,"['number', 'hospitalization', 'due', 'corona', 'leveled', 'off', 'further']",fear
1009,2 procent van inwoners moskou besmet met corona,ongeveer 2 procent van de inwoners van moskou is besmet met het coronavirus. dat zijn ruim 250.000 mensen. dat heeft de burgemeester van de russische ...,02-05-20,2 percent of Moscow residents infected with coronavirus,"about 2 percent of the population of Moscow is infected with the coronavirus. that over 250,000 people. that the mayor of the Russian ...","['percent', 'Moscow', 'resident', 'infected', 'with', 'coronavirus']",fear
1010,corona in friesland - 2 mei | bijna 5000 nederlanders overleden aan virus en schooldirecteur vreest voor heropening,het is de bedoeling dat kinderen na de meivakantie weer naar school gaan. schooldirecteur heidi rubingh is er niet gerust op. een overzicht van de ...,02-05-20,"corona in Friesland - May 2 | nearly 5,000 Dutch deceased fear of virus and school director for reopening",it is intended that children go to school after spring break again. headmaster heidi Rubingh is not assured. an overview of the ...,"['corona', 'Friesland', 'May', 'nearly', '5,000', 'Dutch', 'deceased', 'fear', 'virus', 'and', 'school', 'director', 'for', 'reopening']",fear
1011,corona-update | binnen een uur weten of je corona hebt en vuilniszakkenfabriek produceert plastic schorten,videode nieuwsberichten over de coronacrisis volgen elkaar in een rap tempo op. de stentor zet dagelijks de belangrijkste gebeurtenissen op een rij. zo ben je ...,02-05-20,corona Update | you know if you corona within an hour and garbage factory produces plastic aprons,videoThe news about Corona crisis together follow in rapid succession. the stentorian sets daily the most important events in a row. so you ...,"['corona', 'Update', 'you', 'know', 'you', 'corona', 'within', 'hour', 'and', 'garbage', 'factory', 'produce', 'plastic', 'apron']",disgust
1012,eu-waakhond kijkt extra snel naar goedkeuring remdesivir tegen corona,het europees geneesmiddelenbureau (ema) is donderdag een versnelde evaluatie gestart van onderzoeksgegevens van het middel remdesivir.,02-05-20,EU watchdog looks for extra fast approval remdesivir against corona,the European Medicines Agency (ema) on Thursday launched a rapid assessment survey of the drug remdesivir.,"['watchdog', 'look', 'for', 'extra', 'fast', 'approval', 'remdesivir', 'against', 'corona']",disgust
1013,onhoudbare schulden dreigen door corona,"door de coronacrisis dreigt de schuld in sommige eurolanden zo hoog op te lopen, dat een nieuwe crisis op de loer ligt. „zodra de situatie rond corona weer ...",02-05-20,unsustainable debt burdens threaten corona,"by corona crisis threatens debt in some euro area countries so high to run, a new crisis looms. ""Once the situation surrounding corona again ...","['unsustainable', 'debt', 'burden', 'threaten', 'corona']",fear
1014,india stelt corona-app die contacten traceert verplicht voor alle werknemers,"india stelt een door de overheid ontwikkelde corona-app verplicht voor alle werknemers. de app gebruikt bluetooth om contacten te traceren, gps om clusters ...",02-05-20,India proposes corona app contacts traces mandatory for all employees,"India is an app developed corona government mandatory for all employees. The app uses Bluetooth to track contacts, GPS for clusters ...","['India', 'proposes', 'corona', 'app', 'contact', 'trace', 'mandatory', 'for', 'all', 'employee']",fear
1015,een vrijwillige corona-app? dat werkt eigenlijk nergens,"overal ter wereld blijkt: vrijwillige corona-apps van het soort waar nederland nu ook aan werkt, worden te weinig geïnstalleerd om effectief te zij...",02-05-20,voluntary corona app? that works really nowhere,everywhere apparent: voluntary corona apps of the sort Netherlands now working to be too little to effectively install it ...,"['voluntary', 'corona', 'app', 'that', 'work', 'really', 'nowhere']",guilt
1016,11 bewoners verpleeghuis de diem overleden aan corona,elf bewoners van verpleeghuis de diem in het centrum van diemen zijn overleden aan het coronavirus.,02-05-20,"11 nursing home residents, the deceased diem to corona",Eleven residents of the nursing home diem in central diemen his deceased to the coronavirus.,"['nursing', 'home', 'resident', 'the', 'deceased', 'diem', 'corona']",sadness
1017,wat is de relatie tussen luchtvervuiling en corona?,"als je in een omgeving woont waar de lucht vervuild is, heb je dan een grotere kans om (heel) ziek te worden door het coronavirus? zoals in de stad of naast ...",02-05-20,what is the relationship between air pollution and corona?,"if you live in an environment where the air is polluted, then you have a greater chance (very) sick to the coronavirus? as in the city or next ...","['what', 'the', 'relationship', 'between', 'air', 'pollution', 'and', 'corona']",sadness
1018,'een corona-app kan onze vrijheid onder druk zetten',"niet alleen privacy, maar ook de mensenrechten staan onder druk met de corona-app, schrijven tasniem anwar en berna keskindemir. maatschappelijke o...",02-05-20,'Corona app can put our freedom under pressure',"not only privacy, but also the human pressure on the corona app, write Tasnim Anwar and Berna keskindemir. social o ...","[""'Corona"", 'app', 'can', 'put', 'our', 'freedom', 'under', 'pressure']",anger
1019,"het verhaal van journalist willem dekker, die met corona in het ziekenhuis belandde: 'ik durf niet te sterven'","willem dekker, verslaggever bij het dagblad van het noorden, werd met corona opgenomen in het wilhelmina ziekenhuis in assen. hij is herstellende en ...",02-05-20,"the story of journalist Willem Dekker, which ended with corona in the hospital: ""I'm afraid to die '","Willem Dekker, a reporter for the daily newspaper of the north, corona was admitted to the Wilhelmina hospital in shafts. He is recovering and ...","['the', 'story', 'journalist', 'Willem', 'Dekker', 'which', 'ended', 'with', 'corona', 'the', 'hospital', 'afraid', 'die']",fear
1020,meer corona-opnames in zuid-limburg na hervatting reguliere zorg,met het langzaam hervatten van de reguliere zorg groeit in ieder geval in de zuid-limburgse ziekenhuizen ook het aantal opgenomen coronapatiënten weer.,02-05-20,more corona recordings in southern Limburg after resuming regular care,the slow resumption of regular care grows at least in the southern Limburg hospitals the number of patients included corona again.,"['more', 'corona', 'recording', 'southern', 'Limburg', 'after', 'resuming', 'regular', 'care']",guilt
1021,europa: we willen 7.5 miljard euro tegen corona ophalen,"in een unieke oproep om 7.5 miljard euro in te zamelen kondigen zes europese leiders een online donorconferentie aan, die maandag 4 mei gehouden wo...",02-05-20,Europe: we want to raise 7.5 billion euros against corona,"in a unique appeal for 7.5 billion euros in six European leaders to raise announce an online donor conference, which held Monday, May 4th wo ...","['Europe', 'want', 'raise', '7.5', 'billion', 'euro', 'against', 'corona']",guilt
1022,beau van erven dorens vindt dat er nog veel over corona te vertellen is,beau van erven dorens pakt maandagavond weer zijn talkshow op rtl 4 op. veel onderwerpen zijn dit seizoen coronagerelateerd. volgens de presentator is ...,02-05-20,beau inherit thorns will find that there is still much to tell about corona,beau inherit thorns arrested again Monday night talk show on RTL 4. many topics related corona this season. according to the presenter is ...,"['beau', 'inherit', 'thorn', 'will', 'find', 'that', 'there', 'still', 'much', 'tell', 'about', 'corona']",sadness
1023,gebieden met veel luchtverontreiniging zwaarder getroffen door corona,"noord-italië, new york, wuhan en oost-brabant: allemaal gebieden waar het coronavirus hard toesloeg, en die ook gekenmerkt worden door een relatief ...",02-05-20,areas with high air pollution more affected by corona,"northern Italy, New York, and wuhan east-Brabant: All areas of the coronavirus hard hit, and which are also characterized by a relatively ...","['area', 'with', 'high', 'air', 'pollution', 'more', 'affected', 'corona']",fear
